timestamp,id,status,on_crosswalk,rel_pos_x,rel_pos_y
1764564294.0099134,0,0,0,0.0,0.0
1764564294.103383,4,1,1,13.856040954589844,1.0648881196975708
1764564294.2078142,4,1,1,13.653495788574219,1.0507757663726807
1764564294.3050277,4,1,1,13.421632766723633,1.0581110715866089
1764564294.4128616,4,1,1,13.2387056350708,0.99710613489151
1764564294.5023003,4,1,1,13.05954647064209,1.0405668020248413
1764564294.604568,4,1,1,12.888728141784668,1.043575406074524
1764564294.7030516,4,1,1,12.731194496154785,1.009398102760315
1764564294.8081546,4,1,1,12.603959083557129,1.017932653427124
1764564294.9040086,4,1,1,12.510296821594238,0.994299590587616
1764564295.0059414,4,1,1,12.373258590698242,1.0175800323486328
1764564295.1069055,4,1,1,12.273627281188965,1.0048788785934448
1764564295.2090461,4,1,1,12.196305274963379,0.9997788667678833
1764564295.3006928,4,1,1,12.115242958068848,1.011908769607544
1764564295.4063587,4,1,1,12.055773735046387,1.0166096687316895
1764564295.5058484,4,1,1,12.020956039428711,1.0276128053665161
1764564295.6059573,4,1,1,12.006550788879395,1.022518515586853
1764564295.704061,4,1,1,11.96825885772705,1.0121805667877197
1764564295.806087,4,1,1,11.980818748474121,0.9605823755264282
1764564295.9080524,4,1,1,11.98765754699707,0.9774782061576843
1764564296.0073905,4,1,1,11.974735260009766,0.9487025737762451
1764564296.1074388,4,1,1,11.955787658691406,0.9893330335617065
1764564296.2045782,4,1,1,11.957674026489258,0.9634181261062622
1764564296.3131216,4,1,1,11.975959777832031,0.9446524977684021
1764564296.406463,4,1,1,11.98547077178955,0.9174642562866211
1764564296.5047731,4,1,1,12.001374244689941,0.9295223951339722
1764564296.603995,4,1,1,11.978385925292969,0.8968873023986816
1764564296.7145228,4,1,1,11.994881629943848,0.9105364084243774
1764564296.8085895,4,1,1,12.018353462219238,0.8932257890701294
1764564296.9047396,4,1,1,12.041054725646973,0.8871646523475647
1764564297.0079622,4,1,1,12.04532527923584,0.8895565867424011
1764564297.1089034,4,1,1,12.049432754516602,0.8305808901786804
1764564297.2098162,4,1,1,12.053496360778809,0.7700169682502747
1764564297.3047063,4,1,1,12.043694496154785,0.6983988285064697
1764564297.4111876,4,1,1,12.035627365112305,0.6495361328125
1764564297.506491,4,1,1,12.00855541229248,0.5301318168640137
1764564297.6080575,4,1,1,11.9857816696167,0.45785385370254517
1764564297.7041898,4,1,1,11.994217872619629,0.40860116481781006
1764564297.8099244,4,1,1,11.988517761230469,0.34551796317100525
1764564297.906485,4,1,1,12.006084442138672,0.23077887296676636
1764564298.01502,4,1,1,11.997467041015625,0.12200390547513962
1764564298.104078,4,1,1,11.997459411621094,0.007592435460537672
1764564298.2050018,4,1,1,12.00538158416748,-0.09388221800327301
1764564298.3052273,4,1,1,12.001566886901855,-0.2128658890724182
1764564298.4085944,4,1,1,12.02692699432373,-0.2927343547344208
1764564298.5041153,4,1,1,12.056600570678711,-0.3733653724193573
1764564298.6021433,4,1,1,12.058248519897461,-0.4784550368785858
1764564298.7076092,4,1,1,12.037375450134277,-0.5499491095542908
1764564298.8106725,4,1,1,12.018338203430176,-0.6551095247268677
1764564298.9051304,4,1,1,12.026823997497559,-0.7425503730773926
1764564299.0056212,4,1,1,12.033736228942871,-0.8465631604194641
1764564299.107275,4,1,1,12.014748573303223,-0.8832284212112427
1764564299.2071147,4,1,1,11.99950885772705,-0.9901747107505798
1764564299.3044155,4,1,1,12.004995346069336,-1.0667047500610352
1764564299.40572,4,1,1,12.053579330444336,-1.1254966259002686
1764564299.5036907,4,1,1,12.066079139709473,-1.2492330074310303
1764564299.6078098,4,1,1,12.073060035705566,-1.3432563543319702
1764564299.70629,4,1,1,12.094525337219238,-1.4098312854766846
1764564299.8068957,4,1,1,12.15277099609375,-1.4716236591339111
1764564299.9157555,4,1,1,12.122306823730469,-1.571859359741211
1764564300.0079868,4,1,1,12.104520797729492,-1.6937092542648315
1764564300.1074975,4,1,1,12.133087158203125,-1.7847496271133423
1764564300.20456,4,1,1,12.117043495178223,-1.859079360961914
1764564300.3037987,4,1,1,12.100818634033203,-1.9810205698013306
1764564300.406288,4,1,1,12.110990524291992,-2.0835986137390137
1764564300.4998174,4,1,1,11.991904258728027,-2.329202890396118
1764564300.6046748,4,1,1,11.998610496520996,-2.4237239360809326
1764564300.7055788,4,1,1,12.189659118652344,-2.4162538051605225
1764564300.8115082,4,1,1,12.153674125671387,-2.4573068618774414
1764564300.9032655,4,1,1,12.172856330871582,-2.5696921348571777
1764564304.6087346,4,1,1,12.470849990844727,-2.6314830780029297
1764564304.806379,4,1,1,12.52786636352539,-2.488370180130005
1764564304.9035852,4,1,1,12.527145385742188,-2.44230580329895
1764564305.0038278,4,1,1,12.499493598937988,-2.3055458068847656
1764564305.1109586,4,1,1,12.493379592895508,-2.1894659996032715
1764564305.2074947,4,1,1,12.484291076660156,-2.0655345916748047
1764564305.3074107,4,1,1,12.525507926940918,-1.9879844188690186
1764564305.4037702,4,1,1,12.546242713928223,-1.8851789236068726
1764564305.5069733,4,1,1,12.540513038635254,-1.818827748298645
1764564305.609386,4,1,1,12.582301139831543,-1.7541073560714722
1764564305.7043693,4,1,1,12.574305534362793,-1.5891432762145996
1764564305.8072767,4,1,1,12.586366653442383,-1.4418076276779175
1764564305.905134,4,1,1,12.603569030761719,-1.386987566947937
1764564306.0133984,4,1,1,12.639932632446289,-1.299574375152588
1764564306.1054287,4,1,1,12.629201889038086,-1.2218354940414429
1764564306.2063487,4,1,1,12.627525329589844,-1.1176258325576782
1764564306.3072066,4,1,1,12.62204647064209,-0.9904564023017883
1764564306.408518,4,1,1,12.629131317138672,-0.8576641082763672
1764564306.5052278,4,1,1,12.642215728759766,-0.8055259585380554
1764564306.6065032,4,1,1,12.691129684448242,-0.7163859605789185
1764564306.7088401,4,1,1,12.745903015136719,-0.5502467155456543
1764564306.8148248,4,1,1,12.76763916015625,-0.48852047324180603
1764564306.903368,4,1,1,12.815381050109863,-0.36124280095100403
1764564307.0074894,4,1,1,12.823351860046387,-0.23765061795711517
1764564307.1081235,4,1,1,12.91112232208252,-0.14032071828842163
1764564307.2090611,4,1,1,12.921470642089844,-0.07389842718839645
1764564307.3062725,4,1,1,12.936046600341797,0.08470423519611359
1764564307.4041529,4,1,1,12.950050354003906,0.15873132646083832
1764564307.5145144,4,1,1,12.93496322631836,0.2708240747451782
1764564307.6110525,4,1,1,12.922486305236816,0.3994225561618805
1764564307.7055087,4,1,1,12.926656723022461,0.5116194486618042
1764564307.8033361,4,1,1,12.908753395080566,0.5619806051254272
1764564307.9072971,4,1,1,12.933269500732422,0.6927518844604492
1764564308.0147154,4,1,1,12.972514152526855,0.7654823064804077
1764564308.1068668,4,1,1,12.96820068359375,0.9232532382011414
1764564308.2068725,4,1,1,12.970919609069824,1.0353193283081055
1764564308.3080022,4,1,1,12.968602180480957,1.1459038257598877
1764564308.409965,4,1,1,12.987683296203613,1.1841332912445068
1764564308.5040429,4,1,1,12.981736183166504,1.3015738725662231
1764564308.6036131,4,1,1,12.976920127868652,1.4230669736862183
1764564308.709126,4,1,1,12.936894416809082,1.544181227684021
1764564308.809728,4,1,1,12.925172805786133,1.637367844581604
1764564308.90518,4,1,1,12.919096946716309,1.7135744094848633
1764564309.0028052,4,1,1,12.924253463745117,1.7779213190078735
1764564309.1083293,4,1,1,12.947956085205078,1.8220776319503784
1764564309.2111926,4,1,1,12.941969871520996,1.8838350772857666
1764564309.302987,4,1,1,12.953896522521973,1.9137457609176636
1764564309.4102907,4,1,1,12.975814819335938,1.939574122428894
1764564309.5074272,4,1,1,12.982707977294922,1.9656264781951904
1764564309.6090822,4,1,1,12.991369247436523,1.9831140041351318
1764564309.705114,4,1,1,12.972533226013184,1.9972938299179077
1764564309.806659,4,1,1,12.975333213806152,2.0066347122192383
1764564309.9049628,4,1,1,12.970458030700684,2.013347625732422
1764564310.010285,4,1,1,12.950901985168457,2.01322340965271
1764564310.105809,4,1,1,12.926106452941895,2.0276317596435547
1764564310.2050202,4,1,1,12.924513816833496,2.0258405208587646
1764564310.3056188,4,1,1,12.951690673828125,2.0220980644226074
1764564310.4084337,4,1,1,12.94327163696289,2.0041699409484863
1764564310.5049083,4,1,1,12.93542194366455,2.015740156173706
1764564310.6054761,4,1,1,12.934263229370117,2.0274863243103027
1764564310.7098994,4,1,1,12.949538230895996,2.03566575050354
1764564310.8135118,4,1,1,12.915343284606934,2.025482654571533
1764564310.9058442,4,1,1,12.932684898376465,2.0427017211914062
1764564311.003365,4,1,1,12.923137664794922,2.04179310798645
1764564311.1059737,4,1,1,12.932446479797363,2.053757667541504
1764564311.208358,4,1,1,12.921156883239746,2.034334659576416
1764564311.3047695,4,1,1,12.91983413696289,2.058297634124756
1764564311.4043493,4,1,1,12.892829895019531,2.0466339588165283
1764564311.5050204,4,1,1,12.889152526855469,2.0557286739349365
1764564311.605759,4,1,1,12.890363693237305,2.0611109733581543
1764564311.7053394,4,1,1,12.901738166809082,2.0517778396606445
1764564311.807211,4,1,1,12.894631385803223,2.0636372566223145
1764564311.9073586,4,1,1,12.91163444519043,2.0540714263916016
1764564312.008829,4,1,1,12.916229248046875,2.0661814212799072
1764564312.10492,4,1,1,12.89665699005127,2.049650192260742
1764564312.206628,4,1,1,12.901799201965332,2.062307119369507
1764564312.307699,4,1,1,12.907769203186035,2.0528061389923096
1764564312.4087658,4,1,1,12.881632804870605,2.066474437713623
1764564312.5021248,4,1,1,12.906698226928711,2.0403478145599365
1764564312.606164,4,1,1,12.876836776733398,2.0556046962738037
1764564312.706916,4,1,1,12.898951530456543,2.0538582801818848
1764564312.8087687,4,1,1,12.887602806091309,2.0553500652313232
1764564312.9048872,4,1,1,12.881300926208496,2.0725748538970947
1764564313.0043027,4,1,1,12.902308464050293,2.063424825668335
1764564313.1081173,4,1,1,12.901927947998047,2.063537359237671
1764564313.2097104,4,1,1,12.907705307006836,2.1167538166046143
1764564313.3028176,4,1,1,12.952067375183105,2.1552414894104004
1764564313.405888,4,1,1,12.965412139892578,2.187744140625
1764564313.508931,4,1,1,12.978257179260254,2.2978780269622803
1764564313.6095724,4,1,1,12.970373153686523,2.346745491027832
1764564313.7049677,4,1,1,12.977279663085938,2.47286319732666
1764564313.8065717,4,1,1,12.946088790893555,2.5784199237823486
1764564313.909206,4,1,1,12.935667991638184,2.6868209838867188
1764564314.009634,4,1,1,12.901141166687012,2.8224949836730957
1764564314.1064615,4,1,1,12.937816619873047,2.923034191131592
1764564314.211941,4,1,1,12.959877014160156,3.074284791946411
1764564314.3096354,4,2,1,13.000190734863281,3.2008910179138184
1764564314.4110298,4,1,1,12.98354434967041,3.387901782989502
1764564314.5057259,4,1,1,13.002732276916504,3.4916744232177734
1764564314.6069524,4,1,1,13.03443717956543,3.556495428085327
1764564314.70796,4,1,1,13.017446517944336,3.7016985416412354
1764564314.8117363,4,1,1,13.030214309692383,3.8120856285095215
1764564314.9071047,4,1,1,13.022638320922852,3.96260666847229
1764564315.0070636,4,1,1,13.01233959197998,4.082596302032471
1764564315.1151574,4,1,1,12.97659683227539,4.193879127502441
1764564315.2117453,4,1,1,13.002276420593262,4.315512180328369
1764564315.3060913,4,1,1,13.012117385864258,4.429145336151123
1764564315.4070883,4,1,1,13.02489185333252,4.514708995819092
1764564315.509621,4,1,1,12.984553337097168,4.656949520111084
1764564315.610701,4,1,1,13.007904052734375,4.758420467376709
1764564315.707394,4,1,1,13.025395393371582,4.852080821990967
1764564315.8100555,4,1,1,13.041441917419434,4.947308540344238
1764564315.909024,4,1,1,13.02584171295166,5.079394340515137
1764564316.0105977,4,1,1,13.011908531188965,5.194687843322754
1764564318.3097525,0,0,0,0.0,0.0
1764564318.6063836,0,0,0,0.0,0.0
1764564318.8116875,0,0,0,0.0,0.0
1764564318.9062295,0,0,0,0.0,0.0
1764564319.1088505,0,0,0,0.0,0.0
1764564319.2101793,0,0,0,0.0,0.0
1764564319.8049786,0,0,0,0.0,0.0
1764564322.107163,0,0,0,0.0,0.0
1764564325.6121554,0,0,0,0.0,0.0
1764564325.8146248,0,0,0,0.0,0.0
1764564325.912574,0,0,0,0.0,0.0
1764564326.304261,0,0,0,0.0,0.0
1764564327.2131586,0,0,0,0.0,0.0
1764564327.308904,0,0,0,0.0,0.0
1764564327.4091444,0,0,0,0.0,0.0
1764564327.612536,0,0,0,0.0,0.0
1764564327.7095366,0,0,0,0.0,0.0
1764564327.9107797,0,0,0,0.0,0.0
1764564328.010046,0,0,0,0.0,0.0
1764564328.1082053,0,0,0,0.0,0.0
1764564328.208115,0,0,0,0.0,0.0
1764564328.3089893,0,0,0,0.0,0.0
1764564328.413762,0,0,0,0.0,0.0
1764564328.5087667,0,0,0,0.0,0.0
1764564328.60772,0,0,0,0.0,0.0
1764564328.709545,0,0,0,0.0,0.0
1764564328.8122194,0,0,0,0.0,0.0
1764564328.9067087,0,0,0,0.0,0.0
1764564329.0091345,0,0,0,0.0,0.0
1764564329.1120684,0,0,0,0.0,0.0
1764564329.2121472,0,0,0,0.0,0.0
1764564329.308875,0,0,0,0.0,0.0
